year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,21,956,959,-3,1225,1248,-23,B6,197,N606JB,JFK,LAS,312,2248,9,59,2013-01-21T14:00:00Z
2013,1,22,1723,1645,38,1952,1906,46,9E,4027,N8930E,EWR,CVG,104,569,16,45,2013-01-22T21:00:00Z
2013,1,22,758,759,-1,1052,1115,-23,UA,1539,N16701,EWR,DFW,213,1372,7,59,2013-01-22T12:00:00Z
2013,1,22,922,929,-7,1040,1044,-4,EV,4636,N14558,EWR,DCA,45,199,9,29,2013-01-22T14:00:00Z
2013,1,22,1708,1710,-2,2027,2036,-9,UA,1284,N17128,EWR,SFO,357,2565,17,10,2013-01-22T22:00:00Z
2013,1,22,1251,1300,-9,1346,1406,-20,US,2128,N959UW,LGA,BOS,34,184,13,0,2013-01-22T18:00:00Z
2013,1,22,1728,1520,128,2105,1842,143,DL,2115,N309US,LGA,MIA,172,1096,15,20,2013-01-22T20:00:00Z
2013,1,22,903,900,3,1101,1039,22,UA,544,N490UA,LGA,ORD,123,733,9,0,2013-01-22T14:00:00Z
2013,1,22,1800,1635,85,2029,1907,82,EV,4705,N12569,EWR,ATL,120,746,16,35,2013-01-22T21:00:00Z
2013,1,22,1445,1445,0,1558,1606,-8,9E,3452,N905XJ,JFK,BOS,41,187,14,45,2013-01-22T19:00:00Z
2013,1,22,1105,1110,-5,1212,1221,-9,B6,24,N190JB,JFK,BTV,48,266,11,10,2013-01-22T16:00:00Z
2013,1,22,1325,1330,-5,1552,1605,-13,DL,2043,N707TW,JFK,ATL,121,760,13,30,2013-01-22T18:00:00Z
2013,1,22,1558,1600,-2,1849,1915,-26,AA,565,N3FWAA,JFK,DFW,201,1391,16,0,2013-01-22T21:00:00Z
2013,1,22,1430,1435,-5,1539,1559,-20,YV,3750,N516LR,LGA,IAD,52,229,14,35,2013-01-22T19:00:00Z
2013,1,22,831,840,-9,1039,1030,9,MQ,4521,N739MQ,LGA,RDU,83,431,8,40,2013-01-22T13:00:00Z
2013,1,22,1159,1200,-1,1313,1315,-2,MQ,4425,N856MQ,JFK,DCA,55,213,12,0,2013-01-22T17:00:00Z
2013,1,22,755,755,0,921,930,-9,WN,3935,N714CB,LGA,MDW,125,725,7,55,2013-01-22T12:00:00Z
2013,1,22,1559,1555,4,2046,2056,-10,B6,703,N607JB,JFK,SJU,205,1598,15,55,2013-01-22T20:00:00Z
2013,1,22,1737,1730,7,2110,2050,20,AA,543,N349AA,JFK,MIA,179,1089,17,30,2013-01-22T22:00:00Z
2013,1,22,556,600,-4,716,715,1,EV,5716,N828AS,JFK,IAD,52,228,6,0,2013-01-22T11:00:00Z
2013,1,22,703,715,-12,1037,1040,-3,UA,799,N512UA,JFK,SFO,366,2586,7,15,2013-01-22T12:00:00Z
2013,1,22,2019,2029,-10,2120,2140,-20,9E,3609,N8541D,JFK,PHL,28,94,20,29,2013-01-23T01:00:00Z
2013,1,22,740,745,-5,909,922,-13,UA,673,N467UA,EWR,ORD,121,719,7,45,2013-01-22T12:00:00Z
2013,1,22,1342,1350,-8,1530,1518,12,EV,4171,N26545,EWR,MSN,145,799,13,50,2013-01-22T18:00:00Z
2013,1,22,1458,1459,-1,1723,1656,27,EV,4326,N14570,EWR,CLT,109,529,14,59,2013-01-22T19:00:00Z
2013,1,23,2247,2253,-6,5,15,-10,B6,112,N663JB,JFK,BUF,57,301,22,53,2013-01-24T03:00:00Z
2013,1,23,1521,1530,-9,1734,1725,9,AA,2223,N489AA,LGA,STL,160,888,15,30,2013-01-23T20:00:00Z
2013,1,23,737,710,27,1218,1203,15,B6,715,N523JB,JFK,SJU,200,1598,7,10,2013-01-23T12:00:00Z
2013,1,23,1645,1650,-5,1933,1936,-3,UA,372,N406UA,EWR,LAS,325,2227,16,50,2013-01-23T21:00:00Z
2013,1,23,619,625,-6,738,730,8,WN,3127,N475WN,EWR,BWI,34,169,6,25,2013-01-23T11:00:00Z
2013,1,23,2001,2005,-4,2248,2258,-10,UA,405,N402UA,EWR,MCO,136,937,20,5,2013-01-24T01:00:00Z
2013,1,23,606,610,-4,1047,1051,-4,B6,709,N569JB,JFK,SJU,201,1598,6,10,2013-01-23T11:00:00Z
2013,1,23,920,925,-5,1201,1150,11,WN,3494,N498WN,EWR,DEN,255,1605,9,25,2013-01-23T14:00:00Z
2013,1,23,1508,1505,3,1743,1734,9,UA,745,N586UA,LGA,DEN,242,1620,15,5,2013-01-23T20:00:00Z
2013,1,23,2122,2125,-3,2235,2240,-5,MQ,4449,N803MQ,JFK,DCA,52,213,21,25,2013-01-24T02:00:00Z
2013,1,23,704,710,-6,923,850,33,MQ,3737,N537MQ,EWR,ORD,138,719,7,10,2013-01-23T12:00:00Z
2013,1,23,623,615,8,822,820,2,US,1791,N747UW,JFK,CLT,93,541,6,15,2013-01-23T11:00:00Z
2013,1,23,1712,1619,53,1803,1723,40,EV,4271,N17115,EWR,ALB,32,143,16,19,2013-01-23T21:00:00Z
2013,1,23,2058,2100,-2,25,31,-6,DL,2363,N723TW,JFK,LAX,353,2475,21,0,2013-01-24T02:00:00Z
2013,1,23,1303,1250,13,1554,1520,34,WN,390,N447WN,LGA,DEN,258,1620,12,50,2013-01-23T17:00:00Z
2013,1,23,828,828,0,1059,1105,-6,B6,611,N284JB,JFK,JAX,126,828,8,28,2013-01-23T13:00:00Z
2013,1,23,1629,1605,24,1754,1754,0,9E,3459,N937XJ,JFK,BNA,123,765,16,5,2013-01-23T21:00:00Z
2013,1,23,1350,1350,0,1553,1545,8,MQ,4577,N505MQ,LGA,CLT,87,544,13,50,2013-01-23T18:00:00Z
2013,1,23,1926,1905,21,2150,2113,37,EV,4543,N34110,EWR,DSM,176,1017,19,5,2013-01-24T00:00:00Z
2013,1,23,1445,1450,-5,1625,1640,-15,MQ,4403,N810MQ,JFK,RDU,79,427,14,50,2013-01-23T19:00:00Z
2013,1,23,1847,1720,87,2139,2040,59,AA,1999,N621AA,EWR,MIA,148,1085,17,20,2013-01-23T22:00:00Z
2013,1,23,1650,1700,-10,2050,2049,1,DL,31,N727TW,JFK,SFO,384,2586,17,0,2013-01-23T22:00:00Z
2013,1,23,552,600,-8,817,837,-20,DL,461,N666DN,LGA,ATL,117,762,6,0,2013-01-23T11:00:00Z
2013,1,23,1627,1635,-8,1753,1816,-23,UA,17,N27733,EWR,CLE,74,404,16,35,2013-01-23T21:00:00Z
2013,1,23,701,705,-4,951,1015,-24,WN,3483,N290WN,EWR,HOU,209,1411,7,5,2013-01-23T12:00:00Z
2013,1,23,2358,2159,119,57,2306,111,EV,4322,N16963,EWR,PWM,48,284,21,59,2013-01-24T02:00:00Z
2013,1,23,NA,1000,NA,NA,1123,NA,EV,5736,N829AS,LGA,IAD,NA,229,10,0,2013-01-23T15:00:00Z
2013,1,23,1800,1805,-5,1950,1935,15,WN,389,N485WN,LGA,MDW,133,725,18,5,2013-01-23T23:00:00Z
2013,1,23,1521,1415,66,1840,1724,76,B6,377,N630JB,LGA,FLL,165,1076,14,15,2013-01-23T19:00:00Z
2013,1,23,1912,1910,2,2231,2231,0,B6,87,N637JB,JFK,SLC,300,1990,19,10,2013-01-24T00:00:00Z
2013,1,23,954,1000,-6,1231,1239,-8,DL,1847,N618DL,LGA,ATL,115,762,10,0,2013-01-23T15:00:00Z
2013,1,24,716,715,1,1008,1035,-27,AA,825,N3ECAA,JFK,FLL,148,1069,7,15,2013-01-24T12:00:00Z
2013,1,24,713,715,-2,1044,1040,4,UA,799,N517UA,JFK,SFO,362,2586,7,15,2013-01-24T12:00:00Z
2013,1,24,1041,1039,2,1317,1330,-13,B6,31,N589JB,JFK,MCO,133,944,10,39,2013-01-24T15:00:00Z
2013,1,24,1756,1745,11,2031,2020,11,MQ,4413,N730MQ,LGA,XNA,169,1147,17,45,2013-01-24T22:00:00Z
2013,1,24,1748,1750,-2,1921,1908,13,B6,1307,N593JB,JFK,IAD,46,228,17,50,2013-01-24T22:00:00Z
2013,1,24,726,730,-4,935,1004,-29,DL,807,N361NB,EWR,ATL,106,746,7,30,2013-01-24T12:00:00Z
2013,1,24,703,710,-7,1147,1203,-16,B6,715,N523JB,JFK,SJU,195,1598,7,10,2013-01-24T12:00:00Z
2013,1,24,921,905,16,1031,1023,8,B6,56,N307JB,JFK,BTV,49,266,9,5,2013-01-24T14:00:00Z
2013,1,24,2038,2035,3,2146,2154,-8,UA,1243,N37255,EWR,BOS,44,200,20,35,2013-01-25T01:00:00Z
2013,1,24,1327,1330,-3,1719,1705,14,WN,1078,N281WN,EWR,PHX,326,2133,13,30,2013-01-24T18:00:00Z
2013,1,24,1112,1050,22,1423,1340,43,UA,1284,N76508,EWR,LAS,346,2227,10,50,2013-01-24T15:00:00Z
2013,1,24,808,815,-7,1057,1131,-34,DL,1167,N306DQ,JFK,TPA,146,1005,8,15,2013-01-24T13:00:00Z
2013,1,24,903,745,78,1417,1234,103,UA,1481,N75854,EWR,SJU,203,1608,7,45,2013-01-24T12:00:00Z
2013,1,24,655,705,-10,927,940,-13,MQ,4534,N723MQ,LGA,XNA,189,1147,7,5,2013-01-24T12:00:00Z
2013,1,24,1100,1100,0,1250,1300,-10,WN,1873,N753SW,LGA,STL,139,888,11,0,2013-01-24T16:00:00Z
2013,1,24,2210,2159,11,2322,2315,7,EV,4162,N13964,EWR,BTV,51,266,21,59,2013-01-25T02:00:00Z
2013,1,24,1019,1025,-6,1220,1231,-11,EV,5026,N391CA,EWR,DTW,81,488,10,25,2013-01-24T15:00:00Z
2013,1,24,1113,1114,-1,1401,1345,16,UA,1403,N78501,LGA,DEN,250,1620,11,14,2013-01-24T16:00:00Z
2013,1,24,1852,1510,222,2131,1801,210,UA,315,N566UA,EWR,MCO,121,937,15,10,2013-01-24T20:00:00Z
2013,1,24,2045,2035,10,121,126,-5,UA,1071,N76502,EWR,BQN,195,1585,20,35,2013-01-25T01:00:00Z
2013,1,24,904,820,44,1040,955,45,MQ,4655,N534MQ,LGA,BNA,120,764,8,20,2013-01-24T13:00:00Z
2013,1,24,1935,1759,96,2202,2014,108,EV,4397,N17138,EWR,MCI,183,1092,17,59,2013-01-24T22:00:00Z
2013,1,24,1836,1840,-4,2048,2049,-1,DL,2131,N344NW,LGA,DTW,85,502,18,40,2013-01-24T23:00:00Z
2013,1,24,751,755,-4,912,930,-18,WN,3935,N462WN,LGA,MDW,120,725,7,55,2013-01-24T12:00:00Z
2013,1,24,1323,1315,8,1525,1520,5,MQ,4564,N711MQ,LGA,DTW,82,502,13,15,2013-01-24T18:00:00Z
2013,1,24,1050,1055,-5,1353,1405,-12,AA,739,N3FNAA,LGA,DFW,196,1389,10,55,2013-01-24T15:00:00Z
2013,1,24,1251,1300,-9,1506,1529,-23,EV,4950,N612QX,EWR,ATL,109,746,13,0,2013-01-24T18:00:00Z
2013,1,24,1836,1840,-4,2010,2020,-10,MQ,3730,N521MQ,EWR,ORD,122,719,18,40,2013-01-24T23:00:00Z
2013,1,24,2022,1904,78,2204,2109,55,EV,4437,N15973,EWR,CLT,84,529,19,4,2013-01-25T00:00:00Z
2013,1,24,919,920,-1,1242,1233,9,UA,1275,N57869,EWR,LAX,332,2454,9,20,2013-01-24T14:00:00Z
2013,1,25,NA,1605,NA,NA,1750,NA,MQ,4415,N713MQ,LGA,RDU,NA,431,16,5,2013-01-25T21:00:00Z
2013,1,25,1647,1630,17,1915,1925,-10,UA,952,N664UA,EWR,IAH,192,1400,16,30,2013-01-25T21:00:00Z
2013,1,25,915,920,-5,1226,1240,-14,AA,1589,N455AA,EWR,DFW,218,1372,9,20,2013-01-25T14:00:00Z
2013,1,25,1555,1600,-5,1719,1732,-13,9E,3453,N920XJ,JFK,BOS,40,187,16,0,2013-01-25T21:00:00Z
2013,1,25,654,700,-6,1046,1034,12,DL,763,N717TW,JFK,LAX,376,2475,7,0,2013-01-25T12:00:00Z
2013,1,25,2110,2110,0,42,2355,47,B6,529,N779JB,EWR,MCO,131,937,21,10,2013-01-26T02:00:00Z
2013,1,25,1640,1645,-5,1836,1853,-17,EV,4997,N600QX,EWR,DTW,85,488,16,45,2013-01-25T21:00:00Z
2013,1,25,1610,1530,40,1930,1734,116,US,1665,N758US,LGA,CLT,106,544,15,30,2013-01-25T20:00:00Z
2013,1,25,619,600,19,732,716,16,EV,4201,N11109,EWR,IAD,50,212,6,0,2013-01-25T11:00:00Z
2013,1,25,1001,1006,-5,1218,1219,-1,EV,4250,N16112,EWR,IND,112,645,10,6,2013-01-25T15:00:00Z
2013,1,25,1947,1729,138,2214,1902,192,EV,4480,N13989,EWR,PIT,64,319,17,29,2013-01-25T22:00:00Z
2013,1,25,737,730,7,1111,1115,-4,VX,11,N635VA,JFK,SFO,366,2586,7,30,2013-01-25T12:00:00Z
2013,1,25,645,645,0,909,920,-11,UA,338,N439UA,LGA,DEN,239,1620,6,45,2013-01-25T11:00:00Z
2013,1,25,1440,1440,0,1732,1752,-20,UA,1175,N26208,EWR,RSW,154,1068,14,40,2013-01-25T19:00:00Z
2013,1,25,624,630,-6,850,830,20,MQ,4599,N535MQ,LGA,MSP,156,1020,6,30,2013-01-25T11:00:00Z
2013,1,25,1826,1830,-4,2033,2015,18,MQ,4674,N530MQ,LGA,CLE,67,419,18,30,2013-01-25T23:00:00Z
2013,1,25,2200,2159,1,2335,2300,35,EV,4519,N16919,EWR,BWI,32,169,21,59,2013-01-26T02:00:00Z
2013,1,25,2020,1925,55,2335,2229,66,DL,1485,N921DL,LGA,MCO,135,950,19,25,2013-01-26T00:00:00Z
2013,1,25,1143,1200,-17,1242,1304,-22,B6,1174,N324JB,EWR,BOS,39,200,12,0,2013-01-25T17:00:00Z
2013,1,25,NA,1435,NA,NA,1559,NA,YV,3750,N511MJ,LGA,IAD,NA,229,14,35,2013-01-25T19:00:00Z
2013,1,25,2143,2045,58,2318,2225,53,AA,371,N4WWAA,LGA,ORD,125,733,20,45,2013-01-26T01:00:00Z
2013,1,25,818,819,-1,1259,1307,-8,B6,717,N805JB,JFK,SJU,187,1598,8,19,2013-01-25T13:00:00Z
2013,1,25,855,900,-5,1138,1135,3,DL,485,N309DE,EWR,ATL,127,746,9,0,2013-01-25T14:00:00Z
2013,1,25,1335,1259,36,1600,1456,64,US,1459,N536UW,LGA,CLT,113,544,12,59,2013-01-25T17:00:00Z
2013,1,25,1518,1457,21,1851,1823,28,UA,1698,N77530,EWR,SFO,371,2565,14,57,2013-01-25T19:00:00Z
2013,1,25,NA,1920,NA,NA,2121,NA,9E,3373,NA,JFK,RDU,NA,427,19,20,2013-01-26T00:00:00Z
2013,1,26,710,700,10,1011,1015,-4,AA,2279,N3BAAA,LGA,MIA,153,1096,7,0,2013-01-26T12:00:00Z
2013,1,26,1406,1416,-10,1618,1650,-32,FL,349,N961AT,LGA,ATL,116,762,14,16,2013-01-26T19:00:00Z
2013,1,26,828,830,-2,1114,1111,3,UA,441,N806UA,EWR,HDN,265,1728,8,30,2013-01-26T13:00:00Z
2013,1,26,1518,1530,-12,1700,1725,-25,AA,2223,N474AA,LGA,STL,140,888,15,30,2013-01-26T20:00:00Z
2013,1,26,809,817,-8,1105,1127,-22,DL,1109,N349NW,LGA,TPA,150,1010,8,17,2013-01-26T13:00:00Z
2013,1,26,1348,1350,-2,1553,1628,-35,DL,1715,N321NB,LGA,MSY,170,1183,13,50,2013-01-26T18:00:00Z
2013,1,26,1621,1617,4,1705,1722,-17,EV,4616,N14153,EWR,PHL,27,80,16,17,2013-01-26T21:00:00Z
2013,1,26,810,815,-5,1101,1131,-30,DL,1167,N301DQ,JFK,TPA,149,1005,8,15,2013-01-26T13:00:00Z
2013,1,26,749,800,-11,1040,1054,-14,B6,517,N599JB,EWR,MCO,132,937,8,0,2013-01-26T13:00:00Z
2013,1,26,601,600,1,750,800,-10,WN,855,N720WN,LGA,STL,136,888,6,0,2013-01-26T11:00:00Z
2013,1,26,1157,1200,-3,1433,1435,-2,UA,310,N507UA,EWR,LAS,317,2227,12,0,2013-01-26T17:00:00Z
2013,1,26,857,900,-3,1221,1227,-6,DL,120,N718TW,JFK,LAX,353,2475,9,0,2013-01-26T14:00:00Z
2013,1,27,752,755,-3,1038,1110,-32,AA,2267,N3DNAA,LGA,MIA,142,1096,7,55,2013-01-27T12:00:00Z
2013,1,27,1419,1420,-1,1754,1550,124,MQ,3728,N1EAMQ,EWR,ORD,135,719,14,20,2013-01-27T19:00:00Z
2013,1,27,903,805,58,1104,1002,62,EV,4584,N16951,EWR,MEM,147,946,8,5,2013-01-27T13:00:00Z
2013,1,27,1644,1635,9,1750,1750,0,B6,1176,N265JB,EWR,BOS,45,200,16,35,2013-01-27T21:00:00Z
2013,1,27,1725,1730,-5,2005,1957,8,F9,837,N205FR,LGA,DEN,240,1620,17,30,2013-01-27T22:00:00Z
2013,1,27,1524,1530,-6,1717,1725,-8,MQ,4146,N922MQ,JFK,CMH,83,483,15,30,2013-01-27T20:00:00Z
2013,1,27,1601,1600,1,1841,1910,-29,B6,157,N597JB,JFK,MCO,130,944,16,0,2013-01-27T21:00:00Z
2013,1,27,1555,1550,5,1837,1855,-18,UA,1624,N87527,EWR,FLL,146,1065,15,50,2013-01-27T20:00:00Z
2013,1,27,823,830,-7,958,1015,-17,AA,313,N4YPAA,LGA,ORD,129,733,8,30,2013-01-27T13:00:00Z
2013,1,27,1138,1145,-7,1433,1454,-21,DL,1875,N919DL,LGA,TPA,144,1010,11,45,2013-01-27T16:00:00Z
2013,1,27,1328,1338,-10,1540,1506,34,EV,4171,N22971,EWR,MSN,161,799,13,38,2013-01-27T18:00:00Z
2013,1,27,712,710,2,934,1003,-29,UA,746,N559UA,EWR,MCO,127,937,7,10,2013-01-27T12:00:00Z
2013,1,27,1028,1030,-2,1241,1252,-11,DL,2343,N347NB,EWR,ATL,112,746,10,30,2013-01-27T15:00:00Z
2013,1,27,1754,1800,-6,1903,1913,-10,US,2185,N767UW,LGA,DCA,44,214,18,0,2013-01-27T23:00:00Z
2013,1,27,1937,1940,-3,2236,2249,-13,B6,381,N768JB,LGA,FLL,146,1076,19,40,2013-01-28T00:00:00Z
2013,1,27,554,600,-6,806,815,-9,FL,345,N990AT,LGA,ATL,114,762,6,0,2013-01-27T11:00:00Z
2013,1,27,955,950,5,1310,1311,-1,UA,499,N829UA,EWR,SEA,354,2402,9,50,2013-01-27T14:00:00Z
2013,1,27,1204,1150,14,1429,1345,44,MQ,4646,N535MQ,LGA,MSP,187,1020,11,50,2013-01-27T16:00:00Z
2013,1,27,1417,1420,-3,1636,1620,16,MQ,4588,N530MQ,LGA,MSP,181,1020,14,20,2013-01-27T19:00:00Z
2013,1,27,1928,1936,-8,2156,2208,-12,EV,4333,N11176,EWR,TUL,191,1215,19,36,2013-01-28T00:00:00Z
2013,1,27,2058,2058,0,2157,2207,-10,B6,1020,N623JB,JFK,BOS,41,187,20,58,2013-01-28T01:00:00Z
2013,1,27,1957,2000,-3,2251,2318,-27,UA,890,N409UA,EWR,MIA,155,1085,20,0,2013-01-28T01:00:00Z
2013,1,27,551,600,-9,848,912,-24,B6,135,N796JB,JFK,RSW,154,1074,6,0,2013-01-27T11:00:00Z
2013,1,27,1638,1630,8,1926,1922,4,UA,339,N672UA,EWR,IAH,193,1400,16,30,2013-01-27T21:00:00Z
2013,1,27,2128,2129,-1,2213,2224,-11,EV,4619,N13969,EWR,PHL,29,80,21,29,2013-01-28T02:00:00Z
2013,1,27,811,801,10,931,916,15,EV,4372,N12126,EWR,BTV,49,266,8,1,2013-01-27T13:00:00Z
2013,1,27,1442,1345,57,1754,1656,58,B6,83,N643JB,JFK,SEA,343,2422,13,45,2013-01-27T18:00:00Z
2013,1,27,1859,1906,-7,2056,2115,-19,EV,4627,N13970,EWR,CLT,83,529,19,6,2013-01-28T00:00:00Z
2013,1,27,1935,1910,25,2134,2118,16,EV,4543,N21144,EWR,DSM,162,1017,19,10,2013-01-28T00:00:00Z
2013,1,28,856,820,36,1004,939,25,9E,4051,N8877A,JFK,BWI,41,184,8,20,2013-01-28T13:00:00Z
2013,1,28,825,830,-5,1002,1023,-21,9E,4220,N8458A,JFK,RDU,71,427,8,30,2013-01-28T13:00:00Z
2013,1,28,953,1000,-7,1340,1341,-1,DL,1765,N704X,JFK,SFO,388,2586,10,0,2013-01-28T15:00:00Z
2013,1,28,835,840,-5,948,1003,-15,9E,3422,N909XJ,JFK,BOS,40,187,8,40,2013-01-28T13:00:00Z
2013,1,28,706,630,36,909,847,22,EV,4419,N13914,EWR,IND,105,645,6,30,2013-01-28T11:00:00Z
2013,1,28,1908,1835,33,2134,2128,6,B6,527,N621JB,EWR,MCO,129,937,18,35,2013-01-28T23:00:00Z
2013,1,28,1018,840,98,1335,1204,91,B6,553,N510JB,EWR,RSW,158,1068,8,40,2013-01-28T13:00:00Z
2013,1,28,2036,1940,56,2315,2249,26,B6,381,N635JB,LGA,FLL,136,1076,19,40,2013-01-29T00:00:00Z
2013,1,28,2020,2020,0,2249,2245,4,MQ,4662,N546MQ,LGA,ATL,112,762,20,20,2013-01-29T01:00:00Z
2013,1,28,1455,1500,-5,1625,1639,-14,UA,685,N417UA,LGA,ORD,126,733,15,0,2013-01-28T20:00:00Z
2013,1,28,1933,1845,48,2132,2050,42,EV,4227,N13913,EWR,GRR,101,605,18,45,2013-01-28T23:00:00Z
2013,1,28,1656,1700,-4,2014,2049,-35,DL,31,N727TW,JFK,SFO,359,2586,17,0,2013-01-28T22:00:00Z
2013,1,28,2123,2110,13,2344,2355,-11,B6,529,N531JB,EWR,MCO,124,937,21,10,2013-01-29T02:00:00Z
2013,1,28,827,830,-3,1119,1146,-27,UA,1601,N24202,EWR,FLL,157,1065,8,30,2013-01-28T13:00:00Z
2013,1,28,846,830,16,1336,1335,1,DL,301,N674DL,JFK,SJU,186,1598,8,30,2013-01-28T13:00:00Z
2013,1,28,2149,2159,-10,2245,2316,-31,DL,2155,N369NW,LGA,PWM,42,269,21,59,2013-01-29T02:00:00Z
2013,1,28,2254,1930,204,40,2151,169,9E,3798,N8907A,JFK,CLT,76,541,19,30,2013-01-29T00:00:00Z
2013,1,28,747,753,-6,948,1007,-19,DL,2119,N370NW,LGA,MSP,164,1020,7,53,2013-01-28T12:00:00Z
2013,1,28,1734,1705,29,1912,1905,7,WN,440,N918WN,EWR,STL,139,872,17,5,2013-01-28T22:00:00Z
2013,1,28,1432,1435,-3,1642,1701,-19,DL,1344,N339NB,LGA,MCI,174,1107,14,35,2013-01-28T19:00:00Z
2013,1,28,NA,1134,NA,NA,1345,NA,DL,2219,N370NB,LGA,MSP,NA,1020,11,34,2013-01-28T16:00:00Z
2013,1,28,1937,1735,122,2110,1922,108,B6,1111,N306JB,JFK,RDU,67,427,17,35,2013-01-28T22:00:00Z
2013,1,28,1858,1855,3,2134,2210,-36,DL,2391,N347NW,JFK,TPA,135,1005,18,55,2013-01-28T23:00:00Z
2013,1,28,1217,1200,17,1336,1330,6,MQ,4601,N517MQ,LGA,BNA,116,764,12,0,2013-01-28T17:00:00Z
2013,1,28,600,600,0,718,730,-12,WN,3223,N8313F,LGA,MDW,119,725,6,0,2013-01-28T11:00:00Z
2013,1,29,2114,2125,-11,2233,2250,-17,MQ,4660,N526MQ,LGA,BNA,121,764,21,25,2013-01-30T02:00:00Z
2013,1,29,1033,1042,-9,1158,1206,-8,EV,4222,N14542,EWR,MKE,126,725,10,42,2013-01-29T15:00:00Z
2013,1,29,1255,1301,-6,1348,1404,-16,EV,4129,N14558,EWR,DCA,37,199,13,1,2013-01-29T18:00:00Z
2013,1,29,1742,1745,-3,2137,2120,17,AA,177,N338AA,JFK,SFO,365,2586,17,45,2013-01-29T22:00:00Z
2013,1,29,1440,1445,-5,1556,1606,-10,9E,3452,N902XJ,JFK,BOS,37,187,14,45,2013-01-29T19:00:00Z
2013,1,29,1350,1355,-5,1641,1708,-27,DL,2079,N341NW,LGA,FLL,151,1076,13,55,2013-01-29T18:00:00Z
2013,1,29,851,857,-6,1154,1209,-15,UA,714,N415UA,EWR,MIA,150,1085,8,57,2013-01-29T13:00:00Z
2013,1,29,603,610,-7,815,818,-3,EV,4941,N724EV,EWR,MSP,168,1008,6,10,2013-01-29T11:00:00Z
2013,1,29,1913,1915,-2,2218,2230,-12,DL,1729,N3755D,JFK,LAS,324,2248,19,15,2013-01-30T00:00:00Z
2013,1,29,1924,1859,25,2310,2247,23,B6,179,N641JB,JFK,PHX,307,2153,18,59,2013-01-29T23:00:00Z
2013,1,29,938,935,3,1201,1231,-30,B6,41,N651JB,JFK,MCO,124,944,9,35,2013-01-29T14:00:00Z
2013,1,29,1635,1635,0,1931,1952,-21,B6,139,N351JB,JFK,RSW,163,1074,16,35,2013-01-29T21:00:00Z
2013,1,29,1451,1455,-4,1908,1645,NA,AA,337,N547AA,LGA,ORD,NA,733,14,55,2013-01-29T19:00:00Z
2013,1,29,1452,1459,-7,1612,1631,-19,B6,8,N520JB,JFK,BUF,58,301,14,59,2013-01-29T19:00:00Z
2013,1,29,1716,1610,66,1957,1800,117,AA,341,N4WTAA,LGA,ORD,123,733,16,10,2013-01-29T21:00:00Z
2013,1,29,624,630,-6,804,810,-6,B6,905,N239JB,JFK,ORD,140,740,6,30,2013-01-29T11:00:00Z
2013,1,29,621,630,-9,808,831,-23,US,1507,N174US,EWR,CLT,84,529,6,30,2013-01-29T11:00:00Z
2013,1,29,716,720,-4,916,928,-12,DL,831,N924DL,LGA,DTW,99,502,7,20,2013-01-29T12:00:00Z
2013,1,29,NA,950,NA,NA,1210,NA,9E,3961,NA,LGA,GRR,NA,618,9,50,2013-01-29T14:00:00Z
2013,1,29,1554,1600,-6,1818,1736,42,UA,627,N802UA,EWR,ORD,178,719,16,0,2013-01-29T21:00:00Z
2013,1,30,1129,1129,0,1428,1419,9,B6,523,N521JB,EWR,MCO,139,937,11,29,2013-01-30T16:00:00Z
2013,1,30,1922,1819,63,2035,1932,63,EV,4520,N12195,EWR,PWM,49,284,18,19,2013-01-30T23:00:00Z
2013,1,30,1828,1830,-2,2145,2202,-17,UA,272,N560UA,JFK,SFO,340,2586,18,30,2013-01-30T23:00:00Z
2013,1,30,923,929,-6,1439,1427,12,B6,215,N635JB,EWR,SJU,194,1608,9,29,2013-01-30T14:00:00Z
2013,1,30,2033,2035,-2,110,126,-16,UA,1071,N24224,EWR,BQN,197,1585,20,35,2013-01-31T01:00:00Z
2013,1,30,1057,1100,-3,1354,1424,-30,DL,2044,N979DL,LGA,MIA,157,1096,11,0,2013-01-30T16:00:00Z
2013,1,30,752,757,-5,856,910,-14,B6,44,N529JB,JFK,SYR,43,209,7,57,2013-01-30T12:00:00Z
2013,1,30,2131,2015,76,2313,2210,63,MQ,4555,N723MQ,LGA,CMH,82,479,20,15,2013-01-31T01:00:00Z
2013,1,30,654,700,-6,959,1027,-28,B6,671,N583JB,JFK,LAX,334,2475,7,0,2013-01-30T12:00:00Z
2013,1,30,1639,1600,39,2006,1840,86,DL,847,N646DL,LGA,ATL,142,762,16,0,2013-01-30T21:00:00Z
2013,1,30,1053,1100,-7,1342,1350,-8,UA,1525,N39463,EWR,LAS,306,2227,11,0,2013-01-30T16:00:00Z
2013,1,30,556,600,-4,709,658,11,US,1833,N950UW,JFK,PHL,41,94,6,0,2013-01-30T11:00:00Z
2013,1,30,NA,1345,NA,NA,1705,NA,AA,1073,N3BAAA,LGA,MIA,NA,1096,13,45,2013-01-30T18:00:00Z
2013,1,30,1322,1320,2,1628,1650,-22,VX,411,N623VA,JFK,LAX,339,2475,13,20,2013-01-30T18:00:00Z
2013,1,30,NA,1200,NA,NA,1311,NA,EV,4264,N14977,EWR,BTV,NA,266,12,0,2013-01-30T17:00:00Z
